candidate_id,rank,score,name,title,company,location,years_exp,open_to_work,last_active,response_rate,notice_period,github_score,profile_completeness,skills_count,top_skills,willing_to_relocate,interview_completion,salary_min,salary_max,reasoning,verified_email,verified_phone,headline,summary
CAND_0029367,64,0.6743,Yash Malhotra,Senior Data Scientist,Rephrase.ai,"Bangalore, Karnataka",5.7,True,2026-05-20,0.77,90,39.8,54.7,17,"GANs, Haystack, BentoML, MLflow, TensorFlow",False,0.58,44.0,40.6,Senior Data Scientist | 5.7 yrs exp | 11 AI skills matched | moderate semantic match | open to work | active this month | response rate 77%,True,True,Senior Data Scientist | Applied ML | Building intelligent products,"Machine learning engineer with 5.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0032887,65,0.6741,Ved Bose,ML Engineer,Niramai,Singapore,6.1,True,2026-05-25,0.81,45,51.8,91.3,13,"LlamaIndex, Kubernetes, Kubeflow, Hugging Face Transformers, Reinforcement Learning",False,0.92,18.7,38.0,ML Engineer | 6.1 yrs exp | 6 AI skills matched | moderate semantic match | open to work | active this month | response rate 81%,True,False,ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 6.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0091890,66,0.674,Ayaan Subramanian,AI Research Engineer,Verloop.io,"Hyderabad, Telangana",4.7,True,2026-05-14,0.49,60,82.9,52.9,18,"Statistical Modeling, scikit-learn, Weights & Biases, Elasticsearch, Pinecone",True,0.61,23.6,33.7,AI Research Engineer | 4.7 yrs exp | 8 AI skills matched | strong semantic match | open to work | active this month | response rate 49%,True,True,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0045887,67,0.6737,Advik Goyal,Data Scientist,PharmEasy,"Chennai, Tamil Nadu",3.0,True,2026-05-27,0.86,30,36.3,94.7,11,"Fine-tuning LLMs, Embeddings, Computer Vision, Machine Learning, YOLO",False,0.91,29.7,31.4,Data Scientist | 3.0 yrs exp | 9 AI skills matched | moderate semantic match | open to work | active this month | response rate 86%,True,True,Data Scientist | 3.0 yrs in analytics & ML,"Data scientist / ML engineer with 3.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0062247,68,0.6731,Saanvi Trivedi,AI Engineer,Google,"Kochi, Kerala",7.3,True,2026-04-23,0.78,30,52.7,57.2,17,"Image Classification, OpenCV, Reinforcement Learning, ASR, Pinecone",True,0.84,29.2,61.4,AI Engineer | 7.3 yrs exp | 9 AI skills matched | strong semantic match | open to work | active 50d ago | response rate 78%,True,True,"AI Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0081852,69,0.673,Krishna Subramanian,Senior Data Scientist,Mad Street Den,"Delhi, Delhi",5.9,True,2026-05-23,0.44,45,87.9,96.2,14,"Salesforce CRM, Semantic Search, TTS, Milvus, BentoML",True,0.77,27.4,57.3,Senior Data Scientist | 5.9 yrs exp | 3 AI skills matched | strong semantic match | open to work | active this month | response rate 44%,True,False,"Senior Data Scientist | ML, NLP, Recommendation Systems","Machine learning engineer with 5.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0068932,70,0.6728,Anil Mukherjee,ML Engineer,Krutrim,"Noida, Uttar Pradesh",5.2,True,2026-05-26,0.82,30,70.5,95.3,12,"Marketing, JavaScript, Agile, MLOps, Reinforcement Learning",True,0.64,16.9,31.5,ML Engineer | 5.2 yrs exp | 3 AI skills matched | moderate semantic match | open to work | active this month | response rate 82%,True,False,ML Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0050876,71,0.6715,Vivaan Shah,Applied ML Engineer,Freshworks,"Kolkata, West Bengal",6.0,True,2026-05-26,0.67,90,86.1,81.8,18,"SQL, Qdrant, MLOps, FAISS, scikit-learn",False,0.97,27.8,49.5,Applied ML Engineer | 6.0 yrs exp | 11 AI skills matched | strong semantic match | open to work | active this month | response rate 67%,True,True,"Applied ML Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 6.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0081846,72,0.6712,Arjun Khanna,Lead AI Engineer,Razorpay,"Jaipur, Rajasthan",6.7,True,2026-05-03,0.73,30,33.7,95.7,18,"Data Science, Information Retrieval, LlamaIndex, pgvector, Forecasting",True,0.94,33.3,52.8,Lead AI Engineer | 6.7 yrs exp | 12 AI skills matched | strong semantic match | open to work | active 40d ago | response rate 73%,True,True,"Lead AI Engineer | LLMs, RAG, Vector Search | ex-Top Tech","Senior AI engineer with 6.7 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from 0.72 to 0.91 NDCG@10, serving 50M+ queries per month. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I have strong opinions about when LLMs are the right hammer and when classical IR is — usually it's both. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end."
CAND_0050454,73,0.6697,Saanvi Bansal,AI Engineer,Rephrase.ai,"Delhi, Delhi",6.8,True,2026-04-27,0.77,30,-1.0,77.7,15,"PyTorch, LangChain, QLoRA, Fine-tuning LLMs, FAISS",True,0.72,44.2,50.1,AI Engineer | 6.8 yrs exp | 12 AI skills matched | strong semantic match | open to work | active 46d ago | response rate 77%,False,True,AI Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0098454,74,0.6693,Jay Iyengar,AI Specialist,Meesho,"Indore, Madhya Pradesh",6.6,True,2026-05-27,0.87,60,28.7,88.2,14,"Vector Search, MLOps, Feature Engineering, NLP, Statistical Modeling",True,0.97,18.3,44.0,AI Specialist | 6.6 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 87%,True,True,AI Specialist | Building ML-powered solutions,"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0054100,75,0.6688,Aanya Patel,Junior ML Engineer,Zoho,"Kolkata, West Bengal",6.0,True,2026-05-25,0.79,60,73.2,97.6,18,"Vector Search, Reinforcement Learning, Time Series, Prompt Engineering, Snowflake",False,0.6,25.4,28.9,Junior ML Engineer | 6.0 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 79%,False,False,Junior ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0065195,76,0.6687,Kiara Mukherjee,Search Engineer,CRED,"Kolkata, West Bengal",5.1,True,2026-05-24,0.8,45,87.3,56.4,13,"LLMs, BentoML, QLoRA, scikit-learn, Diffusion Models",False,0.91,42.4,62.4,Search Engineer | 5.1 yrs exp | 6 AI skills matched | strong semantic match | open to work | active this month | response rate 80%,True,True,"Search Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0086893,77,0.6684,Ananya Menon,ML Engineer,Unacademy,"Bangalore, Karnataka",3.9,True,2026-05-25,0.9,90,-1.0,97.9,13,"Hugging Face Transformers, Weights & Biases, TTS, LLMs, Computer Vision",True,0.83,33.8,54.0,ML Engineer | 3.9 yrs exp | 7 AI skills matched | strong semantic match | open to work | active this month | response rate 90%,True,False,ML Engineer | 3.9 yrs in analytics & ML,"Data scientist / ML engineer with 3.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0022023,78,0.6682,Ritu Kapoor,AI Research Engineer,Saarthi.ai,"Pune, Maharashtra",4.6,True,2026-05-19,0.47,60,-1.0,63.5,10,"Diffusion Models, Machine Learning, Semantic Search, Photoshop, LlamaIndex",False,0.84,27.2,52.1,AI Research Engineer | 4.6 yrs exp | 3 AI skills matched | strong semantic match | open to work | active this month | response rate 47%,True,False,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0097176,79,0.667,Advik Mehta,ML Engineer,TCS,"Gurgaon, Haryana",5.9,True,2026-04-05,0.76,30,45.4,74.2,11,"Angular, FAISS, Speech Recognition, LlamaIndex, GANs",False,0.87,26.4,49.8,ML Engineer | 5.9 yrs exp | 5 AI skills matched | moderate semantic match | open to work | active 68d ago | response rate 76%,True,True,ML Engineer | 5.9 yrs in analytics & ML,"Data scientist / ML engineer with 5.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0087744,80,0.6665,Pooja Sharma,Senior Software Engineer (ML),Niramai,"Indore, Madhya Pradesh",3.9,True,2026-04-10,0.88,30,28.8,92.1,15,"Speech Recognition, Accounting, LangChain, Pinecone, PyTorch",True,0.76,25.9,32.1,Senior Software Engineer (ML) | 3.9 yrs exp | 9 AI skills matched | strong semantic match | open to work | active 63d ago | response rate 88%,True,True,Senior Software Engineer (ML) | 3.9 yrs in analytics & ML,"Data scientist / ML engineer with 3.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0067535,81,0.6664,Aarohi Mukherjee,Junior ML Engineer,Locobuzz,"Jaipur, Rajasthan",6.8,True,2026-05-23,0.81,45,25.2,95.6,12,"Deep Learning, BentoML, Flask, Java, YOLO",False,0.87,28.3,46.3,Junior ML Engineer | 6.8 yrs exp | 4 AI skills matched | moderate semantic match | open to work | active this month | response rate 81%,True,True,Junior ML Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 6.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0024990,82,0.6659,Aarav Mehta,Junior ML Engineer,Zoho,"Trivandrum, Kerala",5.2,True,2026-05-23,0.83,60,80.0,91.5,20,"Computer Vision, MLflow, OpenSearch, NLP, TTS",False,0.61,27.3,31.0,Junior ML Engineer | 5.2 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 83%,True,False,Junior ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0079064,83,0.6658,Sai Saxena,Senior Data Scientist,Niramai,"Noida, Uttar Pradesh",5.2,True,2026-04-13,0.91,120,26.8,77.4,14,"Illustrator, LlamaIndex, OpenSearch, NLP, ASR",False,0.93,24.2,44.0,Senior Data Scientist | 5.2 yrs exp | 7 AI skills matched | strong semantic match | open to work | active 60d ago | response rate 91%,True,True,"Senior Data Scientist | ML, NLP, Recommendation Systems","Machine learning engineer with 5.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0010257,84,0.6657,Ira Shetty,Senior Data Scientist,Google,"Noida, Uttar Pradesh",6.5,True,2026-05-13,0.72,120,45.5,85.1,15,"Milvus, TensorFlow, MLflow, Python, Forecasting",True,0.92,39.9,46.9,Senior Data Scientist | 6.5 yrs exp | 9 AI skills matched | moderate semantic match | open to work | active this month | response rate 72%,True,True,Senior Data Scientist | Applied ML | Building intelligent products,"Machine learning engineer with 6.5 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0012840,85,0.6624,Kiara Agarwal,Junior ML Engineer,Nykaa,"Mumbai, Maharashtra",3.7,True,2026-05-23,0.9,60,-1.0,99.0,14,"Diffusion Models, React, Embeddings, MLOps, YOLO",True,0.53,25.6,28.7,Junior ML Engineer | 3.7 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 90%,True,False,Junior ML Engineer | 3.7 yrs in analytics & ML,"Data scientist / ML engineer with 3.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0083852,86,0.6624,Reyansh Banerjee,Data Scientist,Mad Street Den,"Ahmedabad, Gujarat",6.0,True,2026-05-27,0.85,90,70.8,91.5,19,"Qdrant, Kubeflow, QLoRA, Feature Engineering, Sales",True,0.74,30.2,53.7,Data Scientist | 6.0 yrs exp | 9 AI skills matched | moderate semantic match | open to work | active this month | response rate 85%,True,True,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0005509,87,0.6609,Arnav Khanna,Data Scientist,Ola,"Noida, Uttar Pradesh",6.0,True,2026-05-25,0.4,30,74.2,80.7,14,"Diffusion Models, GANs, JavaScript, Python, Fine-tuning LLMs",True,0.61,24.0,52.9,Data Scientist | 6.0 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 40%,True,True,Data Scientist | 6.0 yrs in analytics & ML,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0023215,88,0.6607,Om Chopra,Junior ML Engineer,Verloop.io,Austin,4.4,True,2026-05-22,0.43,60,83.6,82.5,18,"Statistical Modeling, Forecasting, Haystack, Kubeflow, QLoRA",False,0.93,20.4,42.3,Junior ML Engineer | 4.4 yrs exp | 8 AI skills matched | strong semantic match | open to work | active this month | response rate 43%,True,False,Junior ML Engineer | 4.4 yrs in analytics & ML,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0038206,89,0.6607,Sneha Kumar,Data Scientist,BYJU'S,"Chandigarh, Chandigarh",3.5,True,2026-05-23,0.81,120,82.2,85.4,18,"PyTorch, NLP, Fine-tuning LLMs, Statistical Modeling, Kubernetes",True,1.0,35.1,41.6,Data Scientist | 3.5 yrs exp | 10 AI skills matched | moderate semantic match | open to work | active this month | response rate 81%,True,True,Data Scientist | Data Science & ML enthusiast,"Data scientist / ML engineer with 3.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0090300,90,0.6607,Advik Sen,AI Research Engineer,Dream11,San Francisco,5.3,True,2026-05-24,0.94,120,-1.0,99.1,14,"Data Science, MLflow, Machine Learning, Fine-tuning LLMs, BentoML",True,0.72,35.8,40.5,AI Research Engineer | 5.3 yrs exp | 10 AI skills matched | moderate semantic match | open to work | active this month | response rate 94%,False,True,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0033445,91,0.6605,Ved Bhatia,ML Engineer,Vedantu,"Ahmedabad, Gujarat",6.8,True,2026-05-26,0.94,30,-1.0,89.5,16,"Deep Learning, Image Classification, Agile, Information Retrieval, pgvector",False,0.53,20.9,29.6,ML Engineer | 6.8 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 94%,True,True,ML Engineer | 6.8 yrs in analytics & ML,"Data scientist / ML engineer with 6.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0052744,92,0.6605,Naina Chowdary,Senior Software Engineer (ML),Niramai,"Bhubaneswar, Odisha",4.9,True,2026-05-23,0.79,90,41.3,86.0,12,"Object Detection, Speech Recognition, Weaviate, Diffusion Models, Databricks",False,0.77,25.4,32.9,Senior Software Engineer (ML) | 4.9 yrs exp | 6 AI skills matched | strong semantic match | open to work | active this month | response rate 79%,False,False,Senior Software Engineer (ML) | Building ML-powered solutions,"Data scientist / ML engineer with 4.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0003575,93,0.6593,Zara Malhotra,Data Scientist,Glance,"Ahmedabad, Gujarat",3.7,True,2026-05-22,0.67,45,17.9,82.2,17,"BentoML, Time Series, ASR, Recommendation Systems, Kubeflow",True,0.91,35.5,34.7,Data Scientist | 3.7 yrs exp | 9 AI skills matched | moderate semantic match | open to work | active this month | response rate 67%,True,True,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 3.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0093763,94,0.659,Krishna Nair,Senior Software Engineer (ML),Swiggy,"Noida, Uttar Pradesh",5.0,True,2026-05-24,0.92,90,-1.0,90.0,17,"FAISS, Time Series, LlamaIndex, Vector Search, Redux",True,0.91,31.5,29.8,Senior Software Engineer (ML) | 5.0 yrs exp | 5 AI skills matched | moderate semantic match | open to work | active this month | response rate 92%,True,False,Senior Software Engineer (ML) | Building ML-powered solutions,"Data scientist / ML engineer with 5.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0079387,95,0.6579,Sneha Arora,AI Engineer,Microsoft,"Trivandrum, Kerala",6.9,True,2026-04-25,0.81,30,64.1,90.2,20,"scikit-learn, Recommendation Systems, Python, Time Series, Sentence Transformers",False,0.9,39.8,54.7,AI Engineer | 6.9 yrs exp | 6 AI skills matched | moderate semantic match | open to work | active 48d ago | response rate 81%,True,True,AI Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
